timestamp,open,high,low,close,volume
2025-07-07,3334.01,3342.05,3300.65,3307.63,0
2025-07-06,3335.2,3339.5,3332.1,3334.6,0
2025-07-05,3335.24,3339.8,3331.3,3336.7,0
2025-07-04,3323.5,3345.070068,3320.4,3336.8,0
2025-07-03,3352.0,3365.75,3311.66,3323.9,0
2025-07-02,3336.1,3359.11011,3325.7,3352.0,0
2025-07-01,3305.4,3357.96997,3300.0,3336.4,0
2025-06-30,3272.3,3309.21997,3248.98,3302.90991,0
2025-06-29,3273.8,3273.8,3271.9,3272.0,0
2025-06-28,3278.3,3284.3,3273.67,3284.3,0
2025-06-27,3326.7,3329.0,3255.97998,3278.0,0
2025-06-26,3331.1,3350.25,3310.0,3328.09,0
2025-06-25,3325.5,3337.3,3313.41992,3332.13989,0
2025-06-24,3370.9,3383.3,3299.91992,3324.9,0
2025-06-23,3412.9,3419.5,3347.02,3369.1001,0
2025-06-22,3409.5,3434.2,3406.3,3413.8,0
2025-06-21,3373.4,3381.9,3373.2,3380.3,0
2025-06-20,3381.3,3381.3,3340.32,3368.76,0
2025-06-19,3371.9,3389.2,3347.72998,3381.2,0
2025-06-18,3388.7,3399.98,3362.68994,3372.1,0
2025-06-17,3384.6,3403.21,3366.09,3387.3,0
2025-06-16,3446.0,3455.7,3383.0,3383.53,0
2025-06-15,3453.7,3458.1,3453.6,3457.7,0
2025-06-14,3436.2,3447.7,3430.0,3438.1,0
2025-06-13,3382.0,3446.58,3379.82,3432.19,0
2025-06-12,3352.3,3398.78,3338.68,3381.9,0
2025-06-11,3321.7,3360.6,3315.45,3352.3,0
2025-06-10,3327.2,3348.99,3302.09,3323.47,0
2025-06-09,3315.0,3338.20996,3293.58,3327.6,0
2025-06-08,3316.0,3321.6,3315.3,3319.1,0
