timestamp,open,high,low,close,volume
2025-07-07,144.483,145.746,144.22,145.701,0
2025-07-04,144.91499,144.97099,144.17999,144.44299,0
2025-07-03,143.659,145.23399,143.442,144.905,0
2025-07-02,143.429,144.244,143.317,143.61,0
2025-07-01,143.998,144.050995,142.67599,143.38699,0
2025-06-30,144.474,144.76199,143.778,144.029007,0
2025-06-28,144.61501,144.61501,144.61501,144.61501,0
2025-06-27,144.368,144.94501,144.172,144.614,0
2025-06-26,145.186,145.263,143.74699,144.35201,0
2025-06-25,144.886,145.951,144.604,145.239,0
2025-06-24,146.106,146.177,144.509,144.884,0
2025-06-23,146.362,148.029007,146.0050049,146.153,0
2025-06-20,145.381,146.216,145.119,146.054001,0
2025-06-19,145.11,145.77,144.73199,145.444,0
2025-06-18,145.252,145.44,144.32001,145.095001,0
2025-06-17,144.705,145.383,144.36301,145.25301,0
2025-06-16,144.47099,144.87601,143.649,144.72501,0
2025-06-13,143.43201,144.48399,142.78999,144.067001,0
2025-06-12,144.52499,144.552,143.17999,143.44501,0
2025-06-11,144.82899,145.466,144.321,144.541,0
2025-06-10,144.51801,145.28999,144.394,144.85001,0
2025-06-09,144.69099,144.948,143.97,144.53999,0
2025-06-07,144.78799,144.78799,144.78799,144.78799,0
2025-06-06,143.52699,145.089005,143.345,144.81599,0
2025-06-05,142.71899,143.97701,142.52,143.494,0
2025-06-04,143.95799,144.395,142.60001,142.72099,0
2025-06-03,142.672,144.10899,142.37199,143.96001,0
2025-06-02,143.83701,143.86501,142.535,142.683,0
2025-05-30,144.228,144.44299,143.42999,144.020996,0
2025-05-29,144.825,146.276,143.95599,144.231,0
