timestamp,open,high,low,close,volume
2025-07-07,1.94528,1.95864,1.94469,1.95425,0
2025-07-05,1.94211,1.94211,1.94211,1.94211,0
2025-07-04,1.93496,1.94662,1.93449,1.94313,0
2025-07-03,1.93502,1.94511,1.93502,1.93553,0
2025-07-02,1.93534,1.943,1.93227,1.93739,0
2025-07-01,1.9329,1.93851,1.92722,1.93555,0
2025-06-30,1.93443,1.93501,1.92701,1.93296,0
2025-06-28,1.93445,1.93445,1.93445,1.93445,0
2025-06-27,1.93199,1.93746,1.92589,1.93389,0
2025-06-26,1.92991,1.9353,1.92875,1.931,0
2025-06-25,1.93299,1.93332,1.92373,1.9298,0
2025-06-24,1.93608,1.94081,1.92156,1.93219,0
2025-06-23,1.92798,1.94869,1.92647,1.93611,0
2025-06-21,1.93173,1.93173,1.93173,1.93173,0
2025-06-20,1.91743,1.93261,1.91639,1.93015,0
2025-06-19,1.9024,1.92372,1.89987,1.91734,0
2025-06-18,1.90294,1.91073,1.9015,1.90367,0
2025-06-17,1.90765,1.91052,1.90172,1.9086,0
2025-06-16,1.91913,1.92088,1.90437,1.90732,0
2025-06-14,1.91887,1.91887,1.91887,1.91887,0
2025-06-13,1.90734,1.92358,1.9065,1.91862,0
2025-06-12,1.90434,1.9191,1.9033,1.90777,0
2025-06-11,1.88726,1.90641,1.88553,1.9043,0
2025-06-10,1.88851,1.89116,1.88239,1.88704,0
2025-06-09,1.8933,1.89511,1.88428,1.88821,0
2025-06-07,1.8936,1.89418,1.8936,1.89418,0
2025-06-06,1.89543,1.89749,1.88919,1.8931,0
2025-06-05,1.89288,1.89621,1.8857,1.89583,0
2025-06-04,1.89578,1.89797,1.89088,1.89369,0
2025-06-03,1.89534,1.90674,1.88921,1.89553,0
