timestamp,open,high,low,close,volume,Dividends,Stock Splits,"('timestamp', '')","('open', 'EURUSD=X')","('high', 'EURUSD=X')","('low', 'EURUSD=X')","('close', 'EURUSD=X')","('volume', 'EURUSD=X')"
2024-12-18 00:00:00+00:00,1.04904,1.05127,1.03436,1.03507,0.0,,,,,,,,
2024-12-19 00:00:00+00:00,1.03513,1.04224,1.03457,1.03605,0.0,,,,,,,,
2024-12-20 00:00:00+00:00,1.03616,1.04475,1.03426,1.04244,0.0,,,,,,,,
2024-12-23 00:00:00+00:00,1.04304,1.04452,1.03838,1.04048,0.0,,,,,,,,
2024-12-24 00:00:00+00:00,1.04043,1.04099,1.03832,1.0401,0.0,,,,,,,,
2024-12-25 00:00:00+00:00,1.0395,1.0412,1.0395,1.0401,0.0,,,,,,,,
2024-12-26 00:00:00+00:00,1.0403,1.04301,1.03901,1.0422,0.0,,,,,,,,
2024-12-27 00:00:00+00:00,1.04184,1.04441,1.04047,1.04239,0.0,,,,,,,,
2024-12-30 00:00:00+00:00,1.04275,1.04584,1.03714,1.04068,0.0,,,,,,,,
2024-12-31 00:00:00+00:00,1.04054,1.04244,1.03438,1.03522,0.0,,,,,,,,
2025-01-01 00:00:00+00:00,1.0358,1.0359,1.0352,1.0352,0.0,,,,,,,,
2025-01-02 00:00:00+00:00,1.03544,1.03756,1.02238,1.02619,0.0,,,,,,,,
2025-01-03 00:00:00+00:00,1.0264,1.031,1.02524,1.03066,0.0,,,,,,,,
2025-01-06 00:00:00+00:00,1.0302,1.04368,1.0294,1.03898,0.0,,,,,,,,
2025-01-07 00:00:00+00:00,1.03884,1.04344,1.0339,1.03394,0.0,,,,,,,,
2025-01-08 00:00:00+00:00,1.03398,1.03575,1.02728,1.03178,0.0,,,,,,,,
2025-01-09 00:00:00+00:00,1.03177,1.03215,1.02834,1.0299,0.0,,,,,,,,
2025-01-10 00:00:00+00:00,1.0299,1.03118,1.02124,1.0244,0.0,,,,,,,,
2025-01-13 00:00:00+00:00,1.02402,1.025,1.01772,1.02441,0.0,,,,,,,,
2025-01-14 00:00:00+00:00,1.02407,1.03086,1.02382,1.03076,0.0,,,,,,,,
2025-01-15 00:00:00+00:00,1.03074,1.03544,1.02588,1.02861,0.0,,,,,,,,
2025-01-16 00:00:00+00:00,1.0288,1.03151,1.02604,1.0299,0.0,,,,,,,,
2025-01-17 00:00:00+00:00,1.02965,1.03306,1.0265,1.0271,0.0,,,,,,,,
2025-01-20 00:00:00+00:00,1.02831,1.04342,1.02659,1.04155,0.0,,,,,,,,
2025-01-21 00:00:00+00:00,1.04156,1.04343,1.03518,1.03876,0.0,,,,,,,,
2025-01-22 00:00:00+00:00,1.04285,1.04573,1.03918,1.04077,0.0,,,,,,,,
2025-01-23 00:00:00+00:00,1.0408,1.0438,1.03717,1.04148,0.0,,,,,,,,
2025-01-24 00:00:00+00:00,1.04147,1.05214,1.04112,1.04919,0.0,,,,,,,,
2025-01-27 00:00:00+00:00,1.0479,1.05334,1.04536,1.04916,0.0,,,,,,,,
2025-01-28 00:00:00+00:00,1.04912,1.04932,1.04135,1.04298,0.0,,,,,,,,
2025-01-29 00:00:00+00:00,1.04296,1.04436,1.03821,1.04207,0.0,,,,,,,,
2025-01-30 00:00:00+00:00,1.04203,1.04679,1.03859,1.03875,0.0,,,,,,,,
2025-01-31 00:00:00+00:00,1.03879,1.0434,1.03496,1.03602,0.0,,,,,,,,
2025-02-03 00:00:00+00:00,1.0232,1.03499,1.02103,1.0343,0.0,,,,,,,,
2025-02-04 00:00:00+00:00,1.03427,1.03876,1.0272,1.03783,0.0,,,,,,,,
2025-02-05 00:00:00+00:00,1.0378,1.04425,1.03693,1.04021,0.0,,,,,,,,
2025-02-06 00:00:00+00:00,1.04019,1.04058,1.03521,1.03828,0.0,,,,,,,,
2025-02-07 00:00:00+00:00,1.03821,1.04124,1.03048,1.0326,0.0,,,,,,,,
2025-02-10 00:00:00+00:00,1.02886,1.03365,1.02808,1.03063,0.0,,,,,,,,
2025-02-11 00:00:00+00:00,1.03062,1.03815,1.02917,1.03604,0.0,,,,,,,,
2025-02-12 00:00:00+00:00,1.03605,1.04299,1.03168,1.03824,0.0,,,,,,,,
2025-02-13 00:00:00+00:00,1.03818,1.0467,1.03726,1.04641,0.0,,,,,,,,
2025-02-14 00:00:00+00:00,1.04625,1.05141,1.04469,1.04913,0.0,,,,,,,,
2025-02-17 00:00:00+00:00,1.04858,1.05062,1.04667,1.0484,0.0,,,,,,,,
2025-02-18 00:00:00+00:00,1.04833,1.04863,1.04348,1.04459,0.0,,,,,,,,
2025-02-19 00:00:00+00:00,1.0445,1.04613,1.04004,1.04222,0.0,,,,,,,,
2025-02-20 00:00:00+00:00,1.04217,1.05034,1.04183,1.05002,0.0,,,,,,,,
2025-02-21 00:00:00+00:00,1.05001,1.05054,1.0449,1.04559,0.0,,,,,,,,
2025-02-24 00:00:00+00:00,1.04768,1.05283,1.04524,1.04671,0.0,,,,,,,,
2025-02-25 00:00:00+00:00,1.04664,1.05193,1.04559,1.05121,0.0,,,,,,,,
2025-02-26 00:00:00+00:00,1.05124,1.05289,1.04747,1.04836,0.0,,,,,,,,
2025-02-27 00:00:00+00:00,1.04834,1.04924,1.03965,1.03973,0.0,,,,,,,,
2025-02-28 00:00:00+00:00,1.03966,1.042,1.03596,1.03747,0.0,,,,,,,,
2025-03-03 00:00:00+00:00,1.04027,1.05036,1.03883,1.04857,0.0,,,,,,,,
2025-03-04 00:00:00+00:00,1.04849,1.06275,1.04708,1.06253,0.0,,,,,,,,
2025-03-05 00:00:00+00:00,1.06249,1.07968,1.06017,1.07875,0.0,,,,,,,,
2025-03-06 00:00:00+00:00,1.07864,1.08537,1.07655,1.07818,0.0,,,,,,,,
2025-03-07 00:00:00+00:00,1.0782,1.08888,1.07768,1.083,0.0,,,,,,,,
2025-03-10 00:00:00+00:00,1.08392,1.08747,1.08048,1.0834,0.0,,,,,,,,
2025-03-11 00:00:00+00:00,1.08345,1.09472,1.08305,1.0911,0.0,,,,,,,,
2025-03-12 00:00:00+00:00,1.09111,1.09314,1.08754,1.08857,0.0,,,,,,,,
2025-03-13 00:00:00+00:00,1.08856,1.08972,1.08222,1.0851,0.0,,,,,,,,
2025-03-14 00:00:00+00:00,1.08515,1.09127,1.08304,1.08765,0.0,,,,,,,,
2025-03-17 00:00:00+00:00,1.088,1.09297,1.0868,1.09212,0.0,,,,,,,,
2025-03-18 00:00:00+00:00,1.09214,1.09547,1.08921,1.09442,0.0,,,,,,,,
2025-03-19 00:00:00+00:00,1.09436,1.0946,1.08603,1.09033,0.0,,,,,,,,
2025-03-20 00:00:00+00:00,1.09045,1.09173,1.08143,1.08539,0.0,,,,,,,,
2025-03-21 00:00:00+00:00,1.08535,1.08613,1.07962,1.08121,0.0,,,,,,,,
2025-03-24 00:00:00+00:00,1.08168,1.08582,1.07813,1.07995,0.0,,,,,,,,
2025-03-25 00:00:00+00:00,1.07991,1.08301,1.07765,1.07908,0.0,,,,,,,,
2025-03-26 00:00:00+00:00,1.07921,1.0803,1.07342,1.07362,0.0,,,,,,,,
2025-03-27 00:00:00+00:00,1.07365,1.08212,1.07327,1.07974,0.0,,,,,,,,
